31540.336921567952, 12.395394012174153
32397.21023850544, 12.716800712713026
34758.897261576676, 14.432992962075284
35703.21094039631, 14.846335404202172
38177.764149807095, 17.254822064428975
39214.96002636516, 17.77545468069518
41932.90899045573, 20.59880866745023
43072.12290896407, 21.228857784854217
46057.407906396, 24.450281038844533
47308.67430790705, 25.321228140573034
50418.37364965042, 30.010841803262554
51788.116755794195, 31.091828614175256
54823.63799036485, 37.780939363414845
56313.06128499237, 39.55073986837929
59414.39907456677, 49.11310929544351
60926.38556785992, 51.613376047846515
63959.52729447468, 64.73949437915627
65697.15021330575, 67.46910011899186
69547.93890801047, 81.83729124491911
71437.3852143854, 85.62666285471622
75371.66719618916, 106.33986394391852
77289.73662973828, 111.84781431241154
80866.09980362747, 142.2785221591525
83063.03268163832, 148.89215437891366
87344.42589112007, 187.08905932389135
89417.25219328624, 195.55589921128495
93711.64688471948, 249.2834229776468
96257.56165733162, 261.86000989335554
101558.76899161888, 321.83275071742725
104317.8707560147, 336.0597935068088
109694.8213568218, 416.64033547265234
112863.8839777114, 433.4682898503262
120484.34640201842, 508.40493214856764
123757.60951893666, 520.9600400446639
133224.91394705884, 564.9483828727132
136844.30692299324, 573.1865056775099
147312.72755531908, 627.240806519095
151314.85174953233, 629.8537680869089
162890.25120640176, 686.0231313834298
167596.11972435456, 704.7459182745412
179512.52457052917, 800.4750027532757
184698.60741893895, 815.7007690829056
197831.03186974747, 933.4095347684263
203205.6140402847, 958.930937160902
218018.86672967128, 1072.6094102530035
224317.3905127974, 1103.3849406719191
241882.2840485409, 1202.5282200390836
248037.74050597812, 1233.6804252713716
265673.69853329344, 1355.9782408924202
272891.39896088786, 1345.023377747722
292784.59565557394, 1496.9008077190874
300738.8324239211, 1527.2856799920291
322662.04718964826, 1602.0941849120559
331983.69264456164, 1656.9040871794582
356781.81236415444, 1709.7534854189762
366474.6959799406, 1707.6483790353418
394509.5580424203, 1835.4891168230652
405906.86448325135, 1860.750322177058
436226.8086355587, 2040.2817388405679
447327.9735542112, 2111.3440898336407
482355.4326962671, 2263.4394152251934
495459.8424742943, 2338.428207425819
528027.4670916073, 2580.249480467354
541464.7888648742, 2677.235550293517
578023.9779713288, 3032.0957662207375
592733.6184137977, 3148.3784832856854
626425.9097123914, 3722.0039360303326
643444.3597183528, 3716.5688780873647
685739.3200218634, 4368.858448680592
704369.1693846895, 4489.341734060062
747155.7920562153, 5423.794491359665
779722.765249999, 6206.105626238318
805390.9925820979, 6580.740279913326
833950.8197791246, 7182.366622130233
867002.4097715636, 7505.975258107643
890556.7310998731, 7504.965715870347
942492.8403820965, 7848.784395785388
966747.4356674489, 7993.935701647756
1021699.5004783522, 7003.919875557777
1047699.861821549, 6540.745468629979
1099858.251626568, 5776.472173189297
1127847.6085316082, 5559.854135613809
1168534.5193014184, 4528.443697144699
1208714.5362792586, 4262.923489573228
1256899.6937556514, 3664.137031054297
1263938.3414398702, 3425.3016703904605
1331315.1674072526, 2904.0348663490486
1365194.6744424042, 2820.8012857677413
1428365.1828665026, 2329.220614448745
1464714.4331765817, 2315.719758817966
1532489.9359470354, 1913.713253512902
1591549.533141516, 1804.2795378597923
1641241.3820372499, 1630.8080967010892
1752282.2466983558, 1443.8682331434418
1764064.183504141, 1371.2099580158351
1863166.6077991184, 1258.4719350910727
1944622.5044608505, 1129.7378285742864
2017069.2663508428, 1099.5395962613952
2092799.2951376429, 1064.2966752877533
2178660.2479885453, 977.6507604810906
2254154.3142866427, 906.6951133680604
2345325.068788915, 836.7271676081339
2433379.325495286, 777.3856394130631
2527913.83843338, 723.8353572142506
2616898.0406749323, 679.0767679513528
2706313.448438634, 620.8971867040093
2829385.0038584014, 581.635845109059
2935613.0900057754, 549.5840160143322
3045829.4655768736, 517.6077415992821
3160183.869243495, 496.73788063930635
3274440.1425051666, 488.2492186221048
3401057.3315175483, 462.2772430277084
3541504.657297604, 467.6200268671324
3674468.980397396, 456.0690180620036
3812425.393845271, 453.49522884774683
3922565.641681264, 450.98893085276717
